id_oblig,id_cli,cod_prod,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
OBL010794,CLI002703,PR029,41510987.83,26583242.55,512481.33,2020-03-10,2031-03-03,136,40,Bajo
OBL010795,CLI001977,PR049,13382888.18,9021697.03,145466.18,2021-09-12,2031-08-06,44,28,Bajo
OBL010796,CLI005121,PR041,36494697.28,30579778.69,848713.89,2024-11-23,2029-04-18,141,117,Bajo
OBL010797,CLI007636,PR035,14446226.41,7900318.26,147410.47,2020-01-18,2034-12-24,53,44,Bajo
OBL010798,CLI002467,PR021,36247251.6,6167997.59,453090.65,2026-03-07,2032-01-11,58,110,Alto
OBL010799,CLI004862,PR048,34510524.91,21123319.25,454085.85,2022-06-25,2032-03-26,60,87,Bajo
OBL010800,CLI008977,PR037,22691185.6,7781276.4,398090.98,2018-10-01,2036-05-11,79,66,Bajo
OBL010801,CLI000433,PR044,33758458.69,16385256.39,1467759.07,2021-05-11,2029-06-06,132,58,Alto
OBL010802,CLI007650,PR047,42176272.11,12478821.83,443960.76,2022-08-04,2032-07-20,34,105,Medio
OBL010803,CLI007228,PR018,29846749.86,29753555.15,806668.92,2019-04-14,2029-02-20,74,54,Bajo
OBL010804,CLI003664,PR004,27913906.64,2441403.73,489717.66,2021-02-15,2034-12-17,150,22,Medio
OBL010805,CLI009099,PR043,38193162.37,23825682.08,830286.14,2025-03-08,2033-01-20,120,116,Bajo
OBL010806,CLI000760,PR018,10671650.88,2718718.31,174945.1,2026-06-29,2030-03-17,69,27,Medio
OBL010807,CLI008911,PR018,34496703.87,3641408.48,308006.28,2021-04-12,2033-08-11,94,117,Alto
OBL010808,CLI000711,PR011,8582705.58,2423718.41,214567.64,2025-11-15,2036-01-06,102,21,Medio
OBL010809,CLI005188,PR025,14088359.27,594434.78,210274.02,2024-08-31,2036-05-07,106,90,Alto
OBL010810,CLI007051,PR045,21676763.84,21454364.84,225799.62,2019-02-28,2029-08-18,173,38,Medio
OBL010811,CLI000954,PR020,7645590.83,6620405.3,63713.26,2019-06-26,2029-07-12,4,43,Bajo
OBL010812,CLI003152,PR049,17623894.14,11113236.6,167846.61,2023-04-11,2036-07-17,176,92,Alto
OBL010813,CLI001617,PR009,39797266.73,15894112.05,386381.23,2019-04-14,2026-10-09,131,24,Bajo
OBL010814,CLI006471,PR011,28126348.18,20199460.73,1125053.93,2025-11-16,2029-04-29,55,67,Alto
OBL010815,CLI006073,PR044,41232524.1,36930921.68,371464.18,2019-03-08,2033-06-20,78,28,Medio
OBL010816,CLI009454,PR036,12845971.88,8423339.74,279260.26,2024-07-16,2032-06-11,1,6,Bajo
OBL010817,CLI003845,PR007,17999787.25,7462367.9,439019.2,2019-07-13,2033-11-26,161,23,Alto
OBL010818,CLI003768,PR004,23723964.45,18992715.28,912460.17,2019-11-01,2034-06-30,59,27,Medio
OBL010819,CLI007303,PR045,13600658.23,4207437.16,215883.46,2021-07-05,2027-05-13,139,13,Bajo
OBL010820,CLI005784,PR042,29944874.3,27813179.16,637124.99,2024-04-19,2030-10-20,101,81,Bajo
OBL010821,CLI001733,PR037,26493860.26,7617554.36,234458.94,2025-09-01,2027-04-24,80,96,Medio
OBL010822,CLI003900,PR040,16619915.2,2922340.92,143275.13,2020-04-15,2030-03-19,43,17,Alto
OBL010823,CLI002596,PR035,30273446.34,13221738.99,305792.39,2023-03-29,2035-07-05,165,100,Alto
OBL010824,CLI004622,PR041,35546854.99,28128347.97,348498.58,2024-10-10,2031-09-12,72,96,Alto
OBL010825,CLI003644,PR009,9568213.3,926606.73,82484.6,2021-05-16,2033-03-31,24,92,Bajo
OBL010826,CLI000353,PR029,18745635.11,7022158.64,568049.55,2018-12-04,2033-07-30,97,0,Alto
OBL010827,CLI006393,PR010,28783304.22,19771811.61,369016.72,2018-11-23,2026-10-21,178,96,Medio
OBL010828,CLI000227,PR026,14444434.43,3451097.32,335917.08,2025-05-17,2034-07-17,23,43,Medio
OBL010829,CLI009419,PR019,28995410.14,10421468.4,426403.09,2023-06-14,2030-06-01,101,79,Bajo
OBL010830,CLI004219,PR003,16685666.76,9712616.08,150321.32,2025-08-01,2033-12-10,111,58,Bajo
OBL010831,CLI009759,PR007,27460371.74,10190751.68,638613.3,2020-08-15,2027-02-09,154,75,Bajo
OBL010832,CLI009779,PR035,17032825.44,6309869.57,144345.98,2018-08-08,2036-05-22,133,32,Medio
OBL010833,CLI009934,PR018,9061541.69,2845930.61,604102.78,2023-06-21,2028-05-24,74,115,Bajo
OBL010834,CLI003955,PR026,33469287.82,18669942.95,1593775.61,2021-10-16,2036-04-06,89,2,Bajo
OBL010835,CLI006911,PR050,12405558.72,10482613.73,133393.1,2019-07-18,2036-01-27,157,89,Alto
OBL010836,CLI000514,PR023,38973338.41,32579698.93,371174.65,2019-09-03,2029-02-13,25,61,Medio
OBL010837,CLI003981,PR036,2419166.95,521912.09,36106.97,2020-05-06,2035-03-05,2,35,Alto
OBL010838,CLI008018,PR040,47116009.73,7251836.37,1273405.67,2025-07-27,2029-03-11,25,18,Bajo
OBL010839,CLI006113,PR028,42027392.99,39457383.53,420273.93,2025-09-05,2032-06-25,128,59,Bajo
OBL010840,CLI008249,PR042,49228188.85,41698638.86,4102349.07,2021-10-29,2027-10-24,72,102,Bajo
OBL010841,CLI000354,PR006,3000726.77,2954238.61,25429.89,2023-04-26,2029-07-09,0,101,Bajo
OBL010842,CLI006257,PR033,12508996.0,2624691.59,111687.46,2024-05-15,2029-11-04,53,92,Alto
OBL010843,CLI004098,PR013,17568322.41,16370828.35,148884.09,2024-09-03,2035-08-03,39,26,Alto
OBL010844,CLI005562,PR028,43934411.28,2445152.78,578084.36,2025-06-17,2033-03-28,53,62,Alto
OBL010845,CLI005452,PR039,28095289.29,18435294.76,460578.51,2023-12-30,2033-12-18,61,61,Medio
OBL010846,CLI009868,PR014,4217572.39,3164901.87,234309.58,2024-06-23,2030-12-16,137,91,Alto
OBL010847,CLI007805,PR028,36439793.94,20010730.43,958941.95,2022-07-15,2028-09-08,95,84,Medio
OBL010848,CLI001896,PR029,21059400.41,4484163.48,188030.36,2024-12-04,2031-08-16,86,80,Bajo
OBL010849,CLI005282,PR025,38371820.58,17947266.02,1128582.96,2025-08-22,2034-11-11,126,81,Alto
OBL010850,CLI008472,PR023,37236439.33,3275752.42,459709.13,2024-02-23,2028-07-07,124,101,Medio
OBL010851,CLI002553,PR004,1305329.82,133276.77,17639.59,2023-02-01,2036-03-07,135,57,Medio
OBL010852,CLI005360,PR045,29838527.51,19947365.89,473627.42,2021-07-10,2026-12-10,1,68,Bajo
OBL010853,CLI006212,PR042,40436392.95,7244626.12,986253.49,2025-04-30,2028-05-24,144,88,Bajo
OBL010854,CLI007346,PR033,16440121.47,15778082.71,269510.19,2020-02-15,2035-03-16,22,39,Alto
OBL010855,CLI005475,PR026,27978485.34,15407139.73,263947.97,2020-11-19,2031-04-20,102,12,Medio
OBL010856,CLI009101,PR037,41790108.11,11502712.36,605653.74,2020-07-07,2035-07-02,52,23,Alto
OBL010857,CLI005231,PR023,22226720.35,876413.92,1587622.88,2024-04-25,2032-08-09,108,112,Bajo
OBL010858,CLI002306,PR030,44634966.11,28059641.24,949680.13,2025-09-05,2032-04-13,97,17,Alto
OBL010859,CLI001643,PR048,16164816.23,3332098.16,316957.18,2021-01-01,2035-05-18,63,79,Medio
OBL010860,CLI004181,PR006,7111500.66,794695.13,418323.57,2022-06-21,2030-09-27,67,73,Medio
OBL010861,CLI000081,PR007,11294328.62,3779567.69,941194.05,2026-02-06,2029-09-02,177,80,Alto
OBL010862,CLI009033,PR048,5669782.89,2314801.0,138287.39,2021-02-24,2026-09-03,177,116,Bajo
OBL010863,CLI002416,PR006,18868856.35,13309654.46,171535.06,2023-04-03,2032-06-11,98,12,Alto
OBL010864,CLI008233,PR006,28027837.5,5898238.04,254798.52,2021-03-25,2035-11-10,109,6,Medio
OBL010865,CLI009918,PR026,38920293.33,30236624.64,518937.24,2022-09-27,2036-06-02,61,52,Alto
OBL010866,CLI007899,PR040,25029903.64,8206114.91,320896.2,2026-03-31,2028-06-24,91,57,Medio
OBL010867,CLI000363,PR037,27670997.27,1313152.2,236504.25,2024-02-17,2027-10-23,126,93,Alto
OBL010868,CLI004744,PR030,38980673.36,33498461.86,1146490.39,2024-02-07,2031-12-18,91,104,Bajo
OBL010869,CLI001288,PR043,27197567.3,11591746.13,388536.68,2024-04-05,2033-05-08,98,79,Bajo
OBL010870,CLI002083,PR046,19054336.84,2753699.03,171660.69,2025-02-04,2033-03-13,107,74,Medio
OBL010871,CLI009969,PR047,37701359.74,9952551.78,325011.72,2021-05-30,2029-03-17,22,24,Medio
OBL010872,CLI007851,PR032,38994797.25,14683114.44,333288.87,2018-12-15,2027-07-16,83,61,Alto
OBL010873,CLI001060,PR016,37662002.25,26375286.26,660736.88,2018-10-27,2035-09-29,113,90,Medio
OBL010874,CLI008564,PR021,35765791.14,33108639.64,476877.22,2021-12-20,2029-11-02,83,9,Bajo
OBL010875,CLI000187,PR024,35682624.29,10842792.24,346433.25,2022-02-26,2034-10-24,66,103,Medio
OBL010876,CLI009649,PR038,46373325.1,5323648.89,526969.6,2022-03-22,2030-12-19,148,40,Alto
OBL010877,CLI008905,PR010,6562062.79,1835785.44,131241.26,2020-03-03,2026-09-16,44,20,Medio
OBL010878,CLI000080,PR049,36288924.68,35943635.15,1067321.31,2022-09-20,2032-09-23,107,81,Medio
OBL010879,CLI000384,PR032,15598508.32,6884732.17,339098.01,2025-03-01,2034-11-27,143,120,Bajo
OBL010880,CLI003456,PR049,18454897.5,8447670.19,312794.87,2025-09-02,2027-07-25,65,117,Medio
OBL010881,CLI005723,PR019,18307957.46,5449930.14,1408304.42,2023-10-27,2034-01-23,19,21,Bajo
OBL010882,CLI000426,PR037,13968855.94,12644073.64,225304.13,2024-09-19,2027-09-19,0,31,Alto
OBL010883,CLI004641,PR031,36518305.29,13591428.23,579655.64,2024-02-01,2032-02-25,123,99,Alto
OBL010884,CLI002136,PR039,33733069.73,28953092.32,518970.3,2019-01-24,2032-08-01,158,72,Alto
OBL010885,CLI007719,PR042,35003455.39,18510818.94,636426.46,2024-08-20,2032-01-01,47,59,Bajo
OBL010886,CLI005127,PR034,40580947.16,17118773.71,409908.56,2022-01-04,2028-08-31,135,10,Medio
OBL010887,CLI000744,PR027,40882772.09,22096201.87,619435.94,2022-12-31,2035-10-29,88,76,Medio
OBL010888,CLI007876,PR031,3291706.54,490800.66,80285.53,2025-02-25,2032-01-25,34,47,Alto
OBL010889,CLI007529,PR030,11010058.24,9870354.63,148784.57,2023-06-22,2035-06-23,157,73,Alto
OBL010890,CLI002194,PR037,25030776.7,2944493.38,1191941.75,2021-05-17,2030-07-29,138,109,Medio
OBL010891,CLI002676,PR006,29979519.75,469274.67,2141394.27,2024-01-27,2032-05-05,31,58,Alto
OBL010892,CLI009259,PR014,12269931.56,5511584.35,285347.25,2025-03-25,2032-11-06,49,7,Medio
OBL010893,CLI004706,PR021,20589986.16,20240158.92,374363.38,2022-03-06,2030-02-23,146,31,Medio
OBL010894,CLI001817,PR031,25536615.32,1875229.09,319207.69,2021-07-08,2028-10-11,140,116,Medio
OBL010895,CLI004850,PR041,29061464.22,21603567.63,421180.64,2023-11-26,2034-10-21,70,80,Alto
OBL010896,CLI006418,PR031,19153845.15,14764040.27,189642.03,2023-09-02,2029-03-08,41,1,Bajo
OBL010897,CLI005421,PR007,44825738.21,3023418.52,996127.52,2025-04-28,2035-10-19,109,89,Alto
OBL010898,CLI002605,PR002,27097177.98,19670929.46,270971.78,2023-11-07,2030-02-15,120,35,Alto
OBL010899,CLI000844,PR014,12571622.67,11050581.42,115335.99,2024-07-16,2032-08-05,68,61,Alto
OBL010900,CLI001068,PR043,31469662.57,16391173.61,338383.47,2022-06-17,2027-11-11,87,30,Medio
OBL010901,CLI008851,PR040,36516713.98,23318364.93,347778.23,2025-09-23,2028-01-08,29,10,Alto
OBL010902,CLI004863,PR032,39410115.52,35349646.45,667968.06,2024-04-25,2030-03-25,157,85,Alto
OBL010903,CLI007211,PR026,45303277.35,12328529.15,1224412.9,2021-08-02,2029-06-17,99,101,Medio
OBL010904,CLI007701,PR031,48615733.76,32521917.91,592874.8,2025-01-26,2027-12-08,95,17,Medio
OBL010905,CLI006232,PR030,41538920.49,6668711.49,1013144.4,2022-09-07,2035-08-30,175,86,Alto
OBL010906,CLI004582,PR032,49961479.59,35474719.47,1998459.18,2026-05-16,2029-09-28,72,79,Alto
OBL010907,CLI004266,PR049,27123412.91,10203561.08,251142.71,2023-07-29,2031-06-05,7,62,Alto
OBL010908,CLI000988,PR036,39348203.22,22064545.99,414191.61,2020-09-13,2036-04-03,62,117,Bajo
OBL010909,CLI001485,PR033,35732372.04,967775.12,830985.4,2021-01-15,2034-12-21,4,119,Alto
OBL010910,CLI006029,PR021,49682798.16,16362292.39,1380077.73,2018-08-24,2027-01-25,48,44,Medio
OBL010911,CLI009680,PR046,38146179.25,31338986.55,320556.13,2018-10-26,2028-12-29,6,108,Alto
OBL010912,CLI003308,PR044,3584864.05,862706.74,238990.94,2021-11-16,2032-01-05,85,57,Bajo
OBL010913,CLI005200,PR010,9390208.34,4290211.04,177173.74,2021-10-16,2027-12-18,90,47,Bajo
OBL010914,CLI001824,PR030,21560706.47,976364.27,385012.62,2025-06-13,2032-05-14,158,91,Medio
OBL010915,CLI008945,PR013,23963588.88,303117.79,855842.46,2019-03-28,2030-04-19,115,4,Bajo
OBL010916,CLI008638,PR025,49020526.94,39469217.96,3268035.13,2025-09-12,2031-02-10,61,94,Bajo
OBL010917,CLI000535,PR045,37738093.02,27794120.69,2902930.23,2025-07-13,2030-07-29,77,91,Bajo
OBL010918,CLI009835,PR005,36349915.67,34860172.19,1730948.37,2021-06-15,2026-10-05,13,115,Medio
OBL010919,CLI008870,PR036,15125721.08,13129043.02,186737.3,2026-01-30,2029-11-20,64,61,Medio
OBL010920,CLI008489,PR025,40879391.68,10190765.11,1459978.27,2025-01-24,2027-06-11,11,118,Bajo
OBL010921,CLI000275,PR031,29073846.84,26425353.96,881025.66,2019-09-25,2029-12-07,28,19,Alto
OBL010922,CLI002208,PR034,34579888.56,10308895.03,288165.74,2019-02-04,2027-11-16,108,41,Medio
OBL010923,CLI009791,PR008,26819074.16,16145157.54,231198.92,2024-02-26,2029-11-07,81,100,Medio
OBL010924,CLI005369,PR014,16318487.89,11817987.75,211928.41,2022-03-26,2031-08-29,67,0,Medio
OBL010925,CLI004011,PR005,29335032.4,9140751.29,302423.01,2024-10-20,2035-05-18,39,24,Medio
OBL010926,CLI002679,PR049,6215884.51,2560290.96,107170.42,2026-04-04,2031-06-04,115,96,Bajo
OBL010927,CLI001176,PR027,37252417.92,9587188.21,443481.17,2021-06-19,2028-08-03,80,74,Medio
OBL010928,CLI002476,PR031,27206384.79,22204463.42,877625.32,2023-09-24,2027-08-21,131,47,Bajo
OBL010929,CLI007720,PR003,24512642.89,18131623.37,335789.63,2019-08-21,2027-04-08,50,101,Alto
OBL010930,CLI001015,PR047,48266833.46,37527795.55,985037.42,2025-05-04,2028-12-16,47,80,Bajo
OBL010931,CLI003058,PR047,37675889.18,31823772.53,819041.07,2025-08-29,2029-03-08,126,58,Bajo
OBL010932,CLI002645,PR047,21795931.47,11201081.11,290612.42,2020-05-15,2028-11-21,114,46,Medio
OBL010933,CLI008258,PR021,22423087.35,5863583.45,211538.56,2023-03-12,2031-01-18,172,12,Bajo
OBL010934,CLI000902,PR029,3773060.46,3317746.89,157210.85,2025-01-23,2034-11-30,57,78,Bajo
OBL010935,CLI000309,PR035,24276829.82,18357154.55,240364.65,2019-04-23,2028-06-15,109,77,Bajo
OBL010936,CLI003245,PR026,8949485.79,6316619.3,99438.73,2020-08-09,2036-02-23,139,6,Alto
OBL010937,CLI006312,PR046,43096753.56,21254947.66,2268250.19,2019-07-04,2029-07-19,23,92,Alto
OBL010938,CLI004828,PR042,32803541.49,20343792.89,282789.15,2019-08-05,2026-09-17,173,90,Bajo
OBL010939,CLI008734,PR042,31465911.27,12507511.99,552033.53,2022-07-19,2034-07-12,4,24,Alto
OBL010940,CLI000518,PR029,19845936.69,5726323.49,233481.61,2022-06-27,2034-06-11,159,106,Alto
OBL010941,CLI005887,PR044,19195476.22,1083319.81,161306.52,2025-06-19,2027-01-03,161,4,Alto
OBL010942,CLI003636,PR046,27091393.88,18616879.82,520988.34,2020-12-23,2028-03-31,40,37,Medio
OBL010943,CLI000758,PR045,33272968.13,27232063.82,875604.42,2020-12-03,2028-07-25,61,120,Alto
OBL010944,CLI000645,PR019,41756974.07,21203940.85,803018.73,2022-12-22,2032-10-16,18,98,Alto
OBL010945,CLI007055,PR019,10543724.01,9550218.49,142482.76,2024-05-22,2036-05-05,160,89,Bajo
OBL010946,CLI003371,PR004,46969151.29,30291991.57,1619625.91,2021-03-25,2028-10-30,75,105,Medio
OBL010947,CLI008327,PR032,46262657.94,31014975.61,2570147.66,2020-01-28,2033-11-17,37,22,Alto
OBL010948,CLI007607,PR050,19351650.18,16300012.29,439810.23,2021-03-23,2028-01-18,75,6,Bajo
OBL010949,CLI001537,PR006,17026858.06,471541.91,205142.87,2021-10-04,2032-11-28,168,57,Medio
OBL010950,CLI005273,PR025,14252917.52,13798249.74,142529.18,2024-02-10,2030-04-18,150,86,Alto
OBL010951,CLI009603,PR021,31182468.01,17643553.08,1417384.91,2022-05-28,2027-06-28,66,84,Alto
OBL010952,CLI005286,PR020,20741774.19,10976224.41,505896.93,2025-11-14,2032-10-23,4,84,Alto
OBL010953,CLI000299,PR042,2542519.66,2032664.12,35312.77,2021-03-22,2028-11-12,27,37,Bajo
OBL010954,CLI002441,PR036,48150401.27,34263983.14,1851938.51,2021-09-17,2031-04-05,139,29,Bajo
OBL010955,CLI005600,PR007,39703416.03,9420934.75,696551.16,2020-04-08,2031-03-07,33,7,Alto
OBL010956,CLI000354,PR034,3756291.06,999855.12,31565.47,2021-05-17,2030-04-24,39,91,Alto
OBL010957,CLI007188,PR009,19013742.66,2747510.52,208942.23,2024-01-26,2036-02-01,118,92,Alto
OBL010958,CLI007966,PR026,14109019.89,1900617.67,169988.19,2022-05-31,2034-07-02,95,32,Bajo
OBL010959,CLI001680,PR022,38150671.75,36209170.25,495463.27,2023-05-05,2028-09-16,72,11,Bajo
OBL010960,CLI004158,PR015,12635184.07,1467670.75,394849.5,2019-02-07,2030-09-02,14,17,Bajo
OBL010961,CLI004644,PR049,44647167.47,6702731.21,647060.4,2023-03-24,2033-05-27,70,37,Medio
OBL010962,CLI009137,PR050,18644226.68,16536587.2,239028.55,2023-01-31,2035-06-24,83,29,Alto
OBL010963,CLI005666,PR038,36807900.65,25132096.12,855997.69,2024-03-20,2027-05-08,73,56,Medio
OBL010964,CLI008074,PR003,11832812.03,8857273.02,164344.61,2025-10-04,2031-08-19,43,42,Medio
OBL010965,CLI008370,PR013,19000816.88,10982044.87,339300.3,2026-01-24,2028-08-23,158,21,Alto
OBL010966,CLI004585,PR037,12868869.69,9021360.26,756992.33,2021-11-04,2035-09-28,41,37,Medio
OBL010967,CLI009952,PR050,13279098.25,4091957.24,301797.69,2021-01-12,2031-11-06,50,109,Medio
OBL010968,CLI001933,PR043,22270166.74,15628492.5,586057.02,2020-04-26,2032-06-06,92,102,Bajo
OBL010969,CLI002292,PR042,23619550.99,3217930.2,352530.61,2025-01-29,2034-03-18,127,83,Alto
OBL010970,CLI003866,PR036,7410423.62,5244873.09,435907.27,2026-04-17,2036-05-09,6,44,Bajo
OBL010971,CLI008700,PR033,36699146.84,14095240.65,733982.94,2025-10-31,2028-01-16,160,20,Medio
OBL010972,CLI003159,PR043,49592119.41,20566795.09,991842.39,2022-01-25,2032-01-19,56,13,Medio
OBL010973,CLI007360,PR019,25028425.9,20049580.78,834280.86,2020-12-26,2034-02-14,51,20,Alto
OBL010974,CLI001679,PR029,1341457.62,725760.97,14270.83,2025-08-23,2027-11-09,177,44,Bajo
OBL010975,CLI005673,PR024,46916417.65,15060570.29,464518.99,2024-12-20,2035-07-04,148,40,Bajo
OBL010976,CLI001667,PR007,15182552.76,11814757.71,240992.9,2022-08-29,2032-09-15,151,118,Alto
OBL010977,CLI004555,PR011,17522094.97,2044852.0,170117.43,2023-04-24,2035-12-31,60,46,Alto
OBL010978,CLI002905,PR041,35203295.95,32067789.19,457185.66,2020-05-08,2033-04-26,125,79,Medio
OBL010979,CLI006179,PR014,44785723.28,13663905.29,1066326.74,2022-12-13,2027-09-14,55,64,Alto
OBL010980,CLI004762,PR008,6863649.79,211863.04,59169.39,2023-11-27,2035-08-17,170,78,Alto
OBL010981,CLI008029,PR004,48718113.84,34223361.82,492102.16,2024-11-23,2029-02-12,112,95,Alto
OBL010982,CLI001649,PR020,48414138.77,45184179.16,3025883.67,2019-03-06,2030-06-12,151,96,Alto
OBL010983,CLI001962,PR022,41826703.77,7971698.41,633737.94,2021-08-14,2029-01-05,164,52,Bajo
OBL010984,CLI000867,PR042,25420603.11,15063249.17,445975.49,2021-03-16,2026-10-11,118,55,Medio
OBL010985,CLI006391,PR047,38436189.52,33218790.43,328514.44,2022-02-14,2029-06-01,8,67,Medio
OBL010986,CLI002083,PR045,14498304.41,9780680.36,210120.35,2018-08-09,2032-12-10,131,67,Bajo
OBL010987,CLI001844,PR019,37321472.42,35464721.66,397036.94,2026-06-24,2027-11-25,8,13,Alto
OBL010988,CLI004660,PR040,16701485.77,4765463.96,170423.32,2020-05-09,2030-10-02,146,52,Bajo
OBL010989,CLI000470,PR010,33394745.25,11815371.48,521792.89,2021-05-13,2026-12-18,142,97,Medio
OBL010990,CLI006603,PR044,26064186.04,13776365.82,241335.06,2022-04-27,2032-12-28,146,21,Medio
OBL010991,CLI004833,PR025,24549752.31,5616908.03,545550.05,2021-11-09,2033-10-18,3,104,Medio
OBL010992,CLI001293,PR023,41372847.91,22369795.91,426524.21,2022-12-04,2029-12-13,14,84,Medio
OBL010993,CLI007613,PR028,37495284.65,1009618.19,1013386.07,2020-06-26,2035-05-22,1,21,Alto
OBL010994,CLI000111,PR029,44677546.56,902372.4,876030.32,2022-09-02,2032-04-06,30,80,Medio
OBL010995,CLI005786,PR012,35146596.02,34369813.62,1673647.43,2022-12-22,2030-03-04,166,75,Medio
OBL010996,CLI007396,PR039,21358836.66,17874898.01,1525631.19,2020-11-10,2027-06-19,38,7,Alto
OBL010997,CLI005637,PR032,17013394.03,2702583.45,223860.45,2020-01-25,2035-05-27,54,73,Bajo
OBL010998,CLI002089,PR025,44047389.72,32584095.77,1024357.9,2023-05-08,2034-03-04,40,72,Alto
OBL010999,CLI008906,PR049,34935367.15,18621399.14,329578.94,2022-02-24,2030-01-21,24,27,Medio
OBL011000,CLI002348,PR026,19288938.55,4075889.4,385778.77,2025-05-11,2031-04-05,131,31,Bajo
OBL011001,CLI006359,PR005,21539289.63,17494440.42,269241.12,2025-05-17,2033-08-14,127,76,Medio
OBL011002,CLI005799,PR016,41249622.66,19597187.3,736600.4,2025-11-19,2032-12-16,35,85,Bajo
OBL011003,CLI009350,PR023,37477113.21,28541108.87,749542.26,2025-10-15,2026-12-29,37,97,Medio
OBL011004,CLI007242,PR011,26237802.68,25766256.46,771700.08,2021-03-19,2032-01-03,102,31,Alto
OBL011005,CLI003124,PR007,15579377.3,15481950.23,324570.36,2024-04-03,2035-01-20,86,66,Alto
OBL011006,CLI006611,PR032,49944742.23,14557796.51,768380.65,2021-09-20,2027-02-20,120,68,Bajo
OBL011007,CLI003325,PR044,43111602.19,7417765.73,399181.5,2019-09-10,2031-04-18,153,89,Alto
OBL011008,CLI005433,PR029,9537009.61,8646732.51,272485.99,2025-09-12,2034-04-11,110,18,Bajo
OBL011009,CLI003744,PR033,32629284.27,17859993.21,572443.58,2026-03-24,2031-07-05,91,30,Bajo
OBL011010,CLI006225,PR024,25696607.54,23349131.97,367094.39,2019-08-24,2029-08-21,36,15,Medio
OBL011011,CLI004314,PR008,44117885.18,40058063.36,2100851.68,2021-03-30,2033-09-15,32,23,Alto
OBL011012,CLI002249,PR010,12685942.19,2927708.81,234924.86,2024-06-10,2030-11-01,84,91,Bajo
OBL011013,CLI004978,PR049,29543699.27,19342725.82,373970.88,2021-05-10,2030-07-16,128,111,Alto
OBL011014,CLI009227,PR047,10697250.24,969488.08,140753.29,2019-01-19,2033-04-13,112,27,Medio
OBL011015,CLI006187,PR045,24733251.31,19424412.07,224847.74,2024-04-26,2032-11-23,110,15,Medio
OBL011016,CLI000600,PR004,45801914.96,43155652.52,1308626.14,2021-11-10,2026-12-17,41,3,Bajo
OBL011017,CLI006509,PR041,49191219.69,49080900.7,1490643.02,2024-03-20,2036-02-17,171,22,Bajo
OBL011018,CLI003054,PR035,23645912.77,15840867.73,248904.34,2024-04-10,2035-06-14,110,0,Bajo
OBL011019,CLI000787,PR028,29617080.4,3777281.34,379706.16,2025-05-23,2029-12-29,18,116,Bajo
OBL011020,CLI005020,PR005,24326426.69,8305298.22,304080.33,2025-11-18,2029-05-01,84,76,Medio
OBL011021,CLI005201,PR030,41346417.94,20693150.69,617110.72,2019-04-20,2034-11-18,92,31,Bajo
OBL011022,CLI004462,PR024,2833536.38,1540997.4,26986.06,2021-07-09,2028-06-01,2,61,Medio
OBL011023,CLI005789,PR023,28141942.05,11378264.65,446697.49,2025-10-24,2034-08-02,169,22,Medio
OBL011024,CLI008384,PR012,25380085.37,10491646.4,270000.91,2024-05-14,2026-09-27,158,71,Bajo
OBL011025,CLI002521,PR023,47617403.1,1649875.64,971783.74,2021-11-17,2032-10-21,26,111,Medio
OBL011026,CLI005299,PR015,32661572.48,2546162.66,375420.37,2019-03-18,2031-11-16,116,46,Alto
OBL011027,CLI003684,PR010,4676753.14,1223955.09,43707.97,2023-03-04,2031-09-15,53,25,Alto
OBL011028,CLI004172,PR019,47009487.36,22069711.65,540338.94,2025-08-05,2030-12-17,29,104,Bajo
OBL011029,CLI008053,PR047,24997055.26,20410205.07,581326.87,2019-07-25,2028-12-25,125,16,Medio
OBL011030,CLI000478,PR049,2064942.08,669899.68,21070.84,2026-05-19,2036-01-06,110,72,Bajo
OBL011031,CLI005833,PR049,11738416.08,2186194.09,126219.53,2023-03-14,2032-01-01,103,26,Medio
OBL011032,CLI001154,PR025,30526374.55,27916387.48,1907898.41,2022-05-08,2035-12-09,2,62,Bajo
OBL011033,CLI003612,PR017,29718364.61,6428947.83,825510.13,2021-05-11,2028-12-08,33,51,Medio
OBL011034,CLI006886,PR021,4813742.59,161962.62,171919.38,2021-04-27,2035-01-12,104,78,Alto
OBL011035,CLI005032,PR007,22209485.25,17503439.57,673014.7,2019-04-12,2031-06-05,65,83,Alto
OBL011036,CLI006071,PR026,12533755.08,3747770.07,189905.38,2021-12-10,2031-03-01,69,19,Medio
OBL011037,CLI002503,PR045,18535573.09,3418513.58,247140.97,2025-01-23,2029-11-07,81,120,Alto
OBL011038,CLI006828,PR048,36320651.56,25044199.58,595420.52,2021-04-08,2028-04-10,119,7,Medio
OBL011039,CLI006364,PR046,30073078.09,902029.0,1769004.59,2026-04-06,2031-02-06,117,90,Medio
OBL011040,CLI000520,PR044,42522104.64,32859135.69,506215.53,2019-04-24,2031-03-10,53,32,Alto
OBL011041,CLI003034,PR002,29609023.09,24090242.87,643674.42,2020-02-02,2028-09-01,22,101,Alto
OBL011042,CLI005550,PR033,19070664.06,13872772.15,264870.33,2022-09-28,2034-04-21,116,14,Medio
OBL011043,CLI002586,PR013,43052840.79,3270641.78,458008.94,2021-02-04,2032-06-30,77,0,Bajo
OBL011044,CLI009693,PR002,43378658.44,40432140.93,963970.19,2020-04-22,2033-07-24,28,20,Bajo
